movie,reviews
The Public,"Estevez's drama gets a little preachy in the second half, but ""The Public"" is passionate about its cause and the cast... deliver like the pros they are."
The Public,"Alec Baldwin, Jeffrey Wright, Christian Slater and Gabrielle Union all look like they'd rather be somewhere else."
The Public,Writer-director-star Emilio Estevez turns a library occupied by homeless citizens as ground zero for our under-fire democracy. Bravo!
The Public,"The story's moral has obviousness problems, the plot's predictable, and its sweetness will annoy as many as it pleases. But it's still warm, winsome and droll, and the spectacular cast fills underwritten roles with radiant star power."
The Public,"The problem is, there's only just enough story to go round. You can hear the creak as both characters and subplots get jacked up out of proportion."
The Public,"Its heart is in the right place, but because it's mired in too many of Estevez's questions about public duty versus public safety, The Public struggles to stay on track and keep the viewer involved."
The Public,"It's a noble effort, but ""The Public"" never makes a convincing case for its cause."
The Public,"Its presentation of real, painful issues is too simplistic and its approach too preachy."
The Public,"Estevez does an elegant job with this setup, creating a low-key, uncondescending portrait of lives on the edge."
The Public,Well-intentioned parable about the plight of the homeless falls flat.
The Public,"Estevez, directing himself, knows what emotions Estevez, the actor, is trying to put over. He's the only one."
The Public,"It's hard to disagree with anything in ""The Public."" Estevez is fighting the good fight. But it's also hard to swallow an argument, however well-reasoned and emotionally compelling, when it feels like it's being shoved down your throat."
The Public,"A clunky and at times ridiculous affair, taking a situation that might reasonably happen and turning it into something melodramatic and ultimately unbelievable."
The Public,"[A]n often implausible, stacked deck of social issues, contrived conflicts and feel-good activism."
The Public,"The film is a clunky, overwritten attempt to pack as many tortured subplots and pre-chewed sociological insights as can possibly fit into a two-hour runtime."
The Public,"Humorous, impactful and poignant. With a little extra tooling, it would also make a great Broadway play."
The Public,Consistently engages despite the relative obviousness of its dramatic tactics.
The Public,"The dialogue often has a stilted, unnatural ring to it, and it is a tribute to the cast that they manage to bring out the essence of the film, its political heart, so strongly."
The Chaperone,"All the corny romance stuff is about as intrinsic to the film’s soft appeal as the scrupulously well-made frocks, encompassing late Edwardian lace and flapper-style dropwaist numbers, and dozens of well-turned cloche hats."
The Chaperone,"If ""The Chaperone"" accomplishes anything, that will be to send viewers scrambling to Google to learn more about this extraordinary woman."
The Chaperone,"I'm not an Elizabeth McGovern completist, but it may be the best thing she's ever done."
The Chaperone,This is a coming-of-age story for both women. The title is fitting.
The Chaperone,"""The Chaperone"" is like telling the Tiger Woods story by choosing to focus on his first caddy. Sure, it's a way in, but unless that caddy has a really good story, what are we doing here?"
The Chaperone,"Norma's story, as handmaid to greatness, inevitably ends up feeling like we've explored a pleasant tributary, rather than the mainstream."
The Chaperone,"Between the speakeasies, the orphanages, the sexual energy, and the general air of corset-loosening, the movie should throb and thrum. It doesn't."
The Chaperone,"The focus isn't on the bratty flapper but McGovern's character's hesitant, poignant attempt to find out what she wants to be when she grows up, in a time and place where nobody wants her to be much of anything at all."
The Chaperone,"Despite the best efforts of McGovern et al., The Chaperone is lightweight trifle."
The Chaperone,"Because The Chaperone's second fiddle doesn't soak up the spotlight as readily as its star, the film leaves the viewer with an unsatisfied longing for more Brooks."
The Chaperone,"The film has a sedate TV-movie quality, unbefitting of the roaring era and its It Girl."
The Chaperone,"The movie does have an intelligent TV feel in its technique, with its focus on actors' faces and on acting moments that can be easily seen, even on a small screen."
The Chaperone,"Yet despite the stirring performance at its heart, the movie is ultimately too restricted by its own dramatic conventions, and it only seldom comes to life."
The Chaperone,"Self-actualization may be essential for people, but it doesn't always make for the best of drama."
The Chaperone,Masterpiece Theater's first foray into theaters argues that the venerable program should continue to showcase long-form television rather than expanding into a format for which it is ill-suited.
The Chaperone,"It's a small-scale movie, and no harm in that, but it's tidy and stagy in a fusty middlebrow way."
The Chaperone,"A film of uncommon rapture, albeit one with little of the noisy, fast-moving action contemporary audiences have come to expect."
The Chaperone,"What makes Engler's film worth a look, apart from its two leading ladies, is how it manages to make a tale set nearly a century ago feel oddly timely."
The Chaperone,"If it's too much to ask for a Richardson-starring Louise Brooks biopic, is it then too much ask for a true two-hander in which she and McGovern actually share the screen? Apparently, and sadly, yes."
The Chaperone,"While Norma awakens to fresh possibilities, her story remains a snooze."
The Chaperone,"Though Richardson is a delight, her verve and sexual confidence only highlight the dreariness around her. A light goes out whenever she's offscreen."
The Chaperone,It's little more than a handsome snooze that even the Masterpiece Theatre crowd may find a bit too snoozy.
The Chaperone,"Until the last half-hour, it's a rather plodding process of experimentation and assimilation as Norma gains the insight and courage to seize her dreams."
Nancy Drew and the Hidden S…,"Nancy Drew and the Hidden Staircase is a pleasing return to the kind of storytelling captured in those books, in which a mystery is tidily solved through logic and cleverness."
Nancy Drew and the Hidden S…,"Lillis shines as the brainy detective, but the movie itself is none too bright."
Nancy Drew and the Hidden S…,"Ineffectual, irrelevant and amateurishly conceived from start to finish, this movie is so bad it could kill off Nancy Drew forever."
Nancy Drew and the Hidden S…,"Lillis is ideally cast as Nancy, often cheerfully undercutting some of her character's more precocious proclamations, cracking smiles and reminding us that she's still a kid."
Nancy Drew and the Hidden S…,"[Lillis is] the freshest thing to happen to Nancy Drew in decades, making it clear that casting was the solution that has so often eluded this series in its jump from page to screen in the past."
Nancy Drew and the Hidden S…,"While most of the acting here is unexceptional and the direction/editing often reflects odd choices,... the movie's intended demographic of adolescent and teenage girls will likely not care."
Nancy Drew and the Hidden S…,The Hidden Staircase ultimately fails to introduce the younger members of its audience to the pleasures of movie detective.
Nancy Drew and the Hidden S…,"Clearly made by people who have thought through the material and tried to make it enjoyable and palatable, but the set-up at the end for further sequels feels a little too hopeful."
The Grizzlies,"Though it's a familiar plot about kids learning discipline and teamwork through sports, The Grizzlies is brought to life through the specifics that make the characters and their sense of place -- and of displacement -- central to the story."
The Grizzlies,It's exactly the type of uplifting movie that could boost spirits during these bleak times.
The Grizzlies,Bracingly unsentimental and transcendently moving at the same time.
The Grizzlies,"It's a fascinating puzzle: a film that is simultaneously an indictment of the toxic legacy of cultural imperialism and a weepie that employs the familiar tropes of Hollywood, one of the biggest machines of cultural imperialism on the planet."
More Than Blue,ERROR
Bennett’s War,"Modest but enjoyable, with some exciting race footage, it should provide an inviting alternative for audiences on the lookout for inspirational family-friendly fare..."
Bennett’s War,"Performances are generally competent, but nobody in the cast has the kind of presence needed to overcome Ranarivelo's by-the-numbers dialogue."
Bennett’s War,"""Bennett's War""... proves to be less of a battle than a test of endurance."
Climax,ERROR
Like Arrows,ERROR
The Fighting Preacher,"The Fighting Preacher, is a bit uneven but overall it succeeds in telling a sentimental true story about tolerance, kindness and how a Christian spirit will win over hate every time."
The Fighting Preacher,"The moments of sincerity and drama tend to work more consistently than the comic beats, but a strong character arc and an instructive message give ""Fighting Preacher's"" unique story some worthwhile meat"
The Fighting Preacher,"Christensen has explored early history of the church before, with pioneer tales like ""17 Miracles"" and ""Ephraim's Rescue,"" but here his focus is not on great accomplishments but small ones."
The Souvenir,The Souvenir Part II is undeniably the work of a talented director though this episode of the autobiography is less interesting than its predecessor.
The Souvenir,This is a creative coming-of-age story – a portrait of the artist as a young woman discovering her own voice.
The Souvenir,"Joanna Hogg delivers an object lesson in how to deliver a follow-up: deeper, funnier, more imaginative than its predecessor, The Souvenir Part II is a filmmaker working at the peak of her powers."
The Souvenir,"Think of it as The Godfather Part II of posh misery, a film built upon the emotional wreckage left behind from the original, yet wider in scope, smoother in execution, and with warmth where a freezer used to be."
The Souvenir,"It is painfully touching. You can’t tear your eyes from them. If there were to be The Souvenir Part III: Rosalind and James Walk Their Springer Spaniels, I would be up for that."
The Souvenir,Hogg has created her own universe and explored it with relentless vigour. Few final shots have so satisfactorily summed up such a magnum opus.
The Souvenir,The complete story ends up a valentine to the transformative power of cinema.
The Souvenir,"For the viewer, it feels less necessary, more of a coda... The film is beautifully made, and there are treasurable scenes."
The Souvenir,"Hogg captures something I've felt acutely as a female filmmaker: a desperate need for everyone to like you, which eliminates any possibility of their respect."
The Souvenir,Writer-director Joanna Hogg's artistic choices formulate something that isn't easily explained and is fathomable only in the viewing of it.
The Souvenir,"There's nothing actor-ish or mannered about Byrne. She doesn't even seem to be giving a performance, which underscores just how good a performance it actually is."
The Souvenir,Joanna Hogg's film treat a young artist's coming of age with disarming seriousness.
The Souvenir,"Like the original, the sequel makes the most of the very real mother-daughter dynamic."
The Souvenir,"It's less immediate than the first film, less cumulatively dramatic, but it flourishes in its complexity, in its depiction of the whole of Julie as she tries to focus her loss through her film school graduation project."
The Souvenir,"A delicate, somewhat maddeningly solipsistic portrait of a young artist discovering her voice and learning to fight for it."
The Souvenir,This portrait of the artist as a young woman is rich with detail and mystery and satisfaction...
The Souvenir,It'll leave you breathless.
The Souvenir,"The problem with ""Part II"" is that the film, like Julie, is adrift."
The Souvenir,"It's a specific character study told with the ambition that small, arty projects are rarely afforded -- a complex and deeply realized story that not only demanded a second film but actually got one."
The Souvenir,"For her new film, Hogg goes further, and in so doing makes one of 2021's best movies."
The Souvenir,"A beguilingly meta portrait of the artist as a young woman learning to find herself not just in the mirror of others, but in her own hand behind the camera."
The Souvenir,"The Souvenir Part II is a more buoyant, funnier film than its predecessor."
The Souvenir,"The entire construction of ""The Souvenir: Part II,"" the connection between its drama and Julie's student film, reflects an earnest and principled, if simplistic, didacticism about the pain and the privilege that allow aesthetic pleasure to be created."
The Souvenir,"More than anything, Hogg seems to be seeking a better understanding of the person she was at the time, with the films serving as a mirror that doesn't reverse her image, offering a fresh angle on a familiar reflection..."
The Souvenir,It's the 'almost-by-accident' quality (because of course it's not an accident at all) of Hogg's work that makes it unique.
The Souvenir,"As dazzled as I was by the performances in Part I, I was impatient with the meek, well-bred protagonist...Much of the joy here, in contrast, is in how this once-passive young woman plunges headlong into creative projects, friendships, & romantic dalliances."
The Souvenir,The film gets far more compelling when Julie essentially stages the events of The Souvenir as her thesis short.
The Souvenir,"The best kind of sequel, not merely enhancing or deepening its predecessor but also recasting it in a revelatory new light."
The Souvenir,"Ms. Hogg has outdone herself with an even stronger film about grief, self-discovery, the daunting uncertainties of the creative process and, before and after everything else, the mysterious power of the movie medium."
The Souvenir,"Movies about moviemaking are rarely as interesting as their makers think, but Julie's process does illuminate the character and Hogg's autobiographical intentions."
The Souvenir,"Art and life speedily evolve as one, the possibility of renewal and change demonstrated in practice."
The Souvenir,It's one of the most beautiful and extraordinary films of the year.
The Souvenir,"Searching, leftfield, strange and imaginative -- you could call The Souvenir Part II all those things. It's also sensitive and funny."
The Souvenir,"It's funnier than the original, and looser, too."
The Souvenir,"Joanna Hogg's The Souvenir: Part II is an extremely satisfying sequel to her 1980s-set memoir about a naive young film student falling under the thrall of an oppressive older man, Anthony."
The Souvenir,"Joanna Hogg's film is a work of understated warmth, profound emotional complexity, and eminently British dry humor."
The Souvenir,The Souvenir Part II has a meta-movie component that distinguishes it from its predecessor.
The Souvenir,"In the masterful The Souvenir: Part II [Hogg] continues to sculpt Julie's path with kindness, lovingly allowing her character to confront the paralyzing shadow that grief casts over her."
The Souvenir,"A masterwork of self-introspection through the canvas of cinema, ""The Souvenir: Part II"" is a meta epic of delicate proportions that constantly folds into itself."
The Souvenir,"[T]his A24 release deftly extracts something real and relatable from the elaborate artifice of the filmmaking process, making amusing observations about both the academic and the commercial sides."
The Souvenir,"This second part is lighter, more playful, growing in confidence along with its protagonist, in a terrific performance from Byrne. But it's also full of gentle, cherished acts of memory... A memorable experience, indeed."
The Souvenir,"Joanna Hogg has given us an amazingly luminous self-portrait of the film-maker as a young woman: metatextual, confessional and autobiographical."
The Souvenir,"Evidence of [Hoggs'] intention to own this portrait of the artist as a young, bereaved woman arrives in a perfectly judged finale, where Hogg's own voice has the final word."
The Souvenir,"A mild case of sequelitis has infected the film-maker Joanna Hogg, who follows her devastating and award-winning drama from 2019, The Souvenir, with this rigorously shot, intellectually cogent, but ultimately vacant companion piece."
The Souvenir,This is moving and very evocative filmmaking.
The Souvenir,"It's a beguiling work from a master of her craft that holds the art of filmmaking in its piercing gaze, and speaks to an uncompromising vision of what cinema can be with a little faith and imagination."
The Souvenir,"A film to savour, visually and sensorily."
The Souvenir,"Like ""The Souvenir"" itself (both parts of it), Byrne's performance gains its power from a steady accumulation of small glimmers."
The Souvenir,"Nevertheless, this is a witty, fitfully intriguing sequel that's a good fit for Cannes: Hogg may be the most French director to come out of England."
The Souvenir,"Everything is fine and nothing is right in Joanna Hogg's film, a dazzling, fragile follow-up to her semi-autobiographical coming-of-age stunner from 2019..."
All is True,It's almost like Shakespeare wrote this movie.
All is True,"The movie's impressive appearance notwithstanding, Shakespeare's domestic problems do not a classic make."
All is True,"Apart from fleeting pleasures, All Is True is mostly a goodie bag stuffed for Shakespeare completists."
All is True,"But mostly what ""All is True"" does is give viewers is a fresh look at Shakespeare, behind the guise, flaws and all. And if ever there was a man for that job, it's Branagh."
All is True,"""All is True"" is expertly acted and handsomely filmed but suffers from an excess of sentimentality, a rash of revelations, and a surfeit of subtext, with characters blurting out the hidden motives for their behavior instead of simply behaving them."
All is True,"A fake schnoz significantly alters Branagh's appearance as the Bard of Avon, but his career-long interest in Shakespeare shines through."
All is True,"In All Is True Branagh and Elton do what the Bard did himself: take something-be it someone else's idea, an historical fact, or a recent event-and mash it up with original material, to fashion an entertainment that feels real."
All is True,"Ultimately, it's a bit on-the-nose, and the disconnect between Shakespeare's genius for character and his befuddled attempts at personal relationships makes for a man too bifurcated to believe, as if the fire that gutted the Globe also burned his brain."
All is True,"Branagh's performance is a minor miracle, building a poignant portrait of a man whose painful and belated acquisition of self-knowledge finally saves him and enriches everybody around him. If Shakespeare wasn't like this, he should have been."
All is True,"""All is True"" shows a better eye and a less fussy, more purposeful sense of rhythm and pacing than all but one or two of the Shakespeare adaptations Branagh has brought to the screen."
All is True,[A]n intriguing speculative drama about the playwright's final years.
All is True,"Given the impossibility of crafting William Shakespeare into a believable human being, the film is an honorable try."
All is True,Kenneth Branagh... bungles All is True worse than Malvolio with a letter from Olivia...
All is True,"How do you make a legend as imposing as Shakespeare flesh? ""All Is True"" suggests you can't, if not even Branagh, Dench, McKellen, et al. can bring him down to earth."
All is True,"This is an intelligently-scripted, beautifully evoked speculation, a modest drama played out in a minor key."
All is True,"The women suffer under hats the size of fire hydrants. The music is mostly scored for piano and mush. And our attention is drawn, at inordinate length, to landscapes that look too fanciful to be rooted in the real."
All is True,"Branagh's easy-on-the-eyes (and the ears) drama... offers enough small, detail-rich pleasures to make it worth checking out."
All is True,"Purists may have a field day with All Is True, and it does have a tendency to lag, but I found myself thinking about it days after I'd seen it."
All is True,"The screenplay, by Ben Elton, wasn't woven from whole cloth. But its inventions and speculations aren't very interesting. Nowhere do they hint at the man who gave us the plays"
All is True,"Between them, Branagh and Elton have concocted a respectful story of loss, regret and wistful genius."
All is True,"in a mesmerizing meditation on Shakespeare's last days, director-star Kenneth Branagh shuns the idea of the Bard as a literary rock star to find the flawed, touchingly human man inside."
All is True,"Solid, creative melodrama is nothing to sneeze at, but it can't compete with enduring genius."
All is True,"It's an unfussy, intimate chamber drama that's fearless in confronting the attitudes of its exalted subject."
All is True,Dramatically it works.
All is True,"Branagh casts himself as the beloved ""Will"" (of course), playing him with a convincingly world-weary edge, while Judi Dench stars as his wife, Anne Hathaway."
All is True,I found it very touching.
All is True,"A charming, surprisingly salty take on a story that ... is told less often than one might expect."
All is True,"For Branagh's part, despite that initially offputting prosthetic, as Shakespeare he delivers every nuance."
All is True,"This is leaden, lifeless, sentimental and afflicted by too many sub-plots that just don't go anywhere."
All is True,"All Is True is a mellow, bustling, sweet-natured literary biopic."
All is True,"A quiet and meditative portrait of the artist as a retiree, this lacks incident or high stakes but has an elegiac feeling of regret and reckoning that fits its subject's twilight years."
All is True,"Iit's the absence of grandstanding, of Stoppardian showing off, that makes this film different, as a lovely meditation on what parts of a man's legacy truly matter."
All is True,"It dodges the pitfalls of luvviedom and period camp to produce a fiercely intelligent and poignant drama about family, grief and the tyranny of genius."
All is True,"Slowly, as the thematic center of the film begins to take shape, so does Branagh's character - and in those moments the audience is treated to what amounts to nothing short of a Christmas gift for any Anglophile or Shakespeare lover."
All is True,Forget all of it being true; I would have settled for some of it being interesting.
All is True,"A tender, intelligent imagining of the playwright in retirement."
All is True,A serviceable take on the Bard's latter days.
All is True,"Alas, rather than model itself on Shakespeare's own history plays, which carefully select and structure events with an eye toward plot and theme, All Is True is an overstuffed mess."
All is True,"The result is a revisionist fiasco, too dense with Shakespeare allusions for casual moviegoers, and too fast and loose with the facts for those who know a thing or two about the man."
All is True,"All Is True is sentimental, theatrical, likable - and unfashionable."
All is True,"In this lovely ode to a literary master, Branagh shows us what his hero always understood - that life may be an endlessly unfolding mystery, but in art, all is true."
All is True,"Watching Branagh and McKellen in gently dueling versions of Sonnet 29 provides that pleasure; the rest of ""All Is True,"" unfortunately, strains to honor its beloved subject."
El Chicano,It does have some riveting moments and some very strong acting.
El Chicano,"Ben Hernandez Bray's ""El Chicano"" seldom amounts to anything more than a crude prototype for the kind of Latinx-driven superhero movies that Marvel and DC should already be making by now."
El Chicano,"When your lead actor doesn't seem to be having any fun in an action movie, there's not much left for audiences to cling to. Genre fans will need to look elsewhere for their gunslinger fix."
El Chicano,"This is a nasty, brutal little movie, more in the vein of a grindhouse revenge flick than anything else. But it's effectively done..."
El Chicano,[El Chicano] functions most effectively when it explores the dangers of moral ambiguity.
El Chicano,"Like in this year's remake of Miss Bala, the Mexicans in this movie are the bad guys, the drug-running cartel members ruining it for the rest of us in the United States."
El Chicano,The problem here isn't the fairly apparent budgetary limits - it's the limitations of style and imagination.
El Chicano,"It's dull and banal, coasting on familiarity from beginning to end. Here, the clichés don't celebrate a reunion. They're at war."
El Chicano,"""El Chicano"" stands as a solidly acted and technically accomplished spectacle, the latter likely the result of Hernandez Bray's time delivering stunt magic behind the scenes as a stunt coordinator."
El Chicano,"Throughout, the film peddles notions of self-realization and self-actualization that feel nothing short of moth-eaten."
El Chicano,"There's a need for a Latino superhero film. ""El Chicano"" is not it."
El Chicano,It's hard to be entertained by the spectacle of brutality when campiness is entirely absent.
El Chicano,Mainly a violent police procedural and vigilante drama that succeeds well enough on those terms.
El Chicano,"Diego... lacks any nuance as a character. He is grim and humorless, like most everything else about this film."
After the Wedding,[It] doesn't fully trust its own story and tries to dress it up with an air of ominous mystery that winds up undercutting the drama rather than adding to it.
After the Wedding,"The film's top-notch cast are let down badly enough by the clunking screenplay, but they are entirely defeated by the ethical vacuum at its core."
After the Wedding,"The Sad Rich White People Movie is one of my favourite genres, and indeed the white people in this English-language remake of Danish film-maker's Susanne Bier's 2006 tearjerker are very sad and very rich."
After the Wedding,"For all of After the Wedding's narrative twists and turns, there's nothing here that feels close to earth-shaking."
After the Wedding,"Something about the story feels patly subservient, as if the film had no urgent issue to address but some good actors available to emote on cue."
After the Wedding,"The mystery has been dialled down, the treacle dialled up, and what we are left with is basically Eat Pray Love 2."
After the Wedding,"The plot's soap opera twists should jerk tears but director Bart Freundlich leaves you high and dry, as if too classy to admit his own film's silliness."
After the Wedding,A limp and forgettable narrative gives us little to hold on to.
After the Wedding,"When a story earns it, most of us are happy to give up some tears; this one only thinks it does. That kills emotion, offering a facsimile of drama rather than the real thing."
After the Wedding,"Character judgments aside, ""After the Wedding"" wants emotional fireworks but comes up with duds."
After the Wedding,After the Wedding doesn't so much as skip among its four main characters as arc and gyrate and generate emotional torque. It's intense - you break a sweat just keeping up.
After the Wedding,"There's a clumsiness here, a succession of setups and awkward payoffs that are so on-the-nose, so cringe-inducingly earnest, that it's hard not to laugh."
After the Wedding,The movie's biggest issue blooms from its core: it doesn't seem to know what kind of movie it wants to be.
After the Wedding,"For a supposed tearjerker, this film is so tone-deaf my guess is there won't be a wet eye in the house."
After the Wedding,A beautifully acted drama with a tantalizing mystery at its center.
After the Wedding,"Is ""After the Wedding"" a great movie? No, not especially. Are these two women treasures of cinema? Absolutely."
After the Wedding,"After the Wedding is competently made and appealing in an exaggerated soap opera-tinged fashion but, as is often the case with remakes, the original is the stronger version and the next generation version fails to make a strong case for its raison d'être."
After the Wedding,"After the Wedding went from being the Sundance 2019 opener to an August leftover, which may tell you all you need to know."
After the Wedding,"There's a lot to be admired here, and ""After the Wedding"" certainly gives you a lot to think about. It just doesn't quite make you feel all the feels."
After the Wedding,Freundlich's version... flips the genders of the story's two main characters but does little else to justify the time and resources spent on remaking Bier's world.
After the Wedding,"These women are powerhouses, and ""After the Wedding"" lets them share the screen. It's impossible to dislike a movie that does that."
After the Wedding,[A] mesmerizing double master class in acting.
After the Wedding,"It's okay, but given all who is in it, you'd have reason to have high expectations."
After the Wedding,"Julianne Moore and Michelle Williams shine in After the Wedding, in which questions about philanthropy, good intentions, and romantic honesty are all under consideration."
After the Wedding,Freundlich's script keeps hopscotching right past the good stuff.
After the Wedding,"As a director, Bart Freundlich knows how to frame a scene and enhance visual beauty with a sharper edge, but his writing leaves gaps in the plot that raise more questions about logic than he satisfactorily answers."
After the Wedding,"This movie muses gracefully on its moral opportunities. In the end, though, it plumps for the lobster."
After the Wedding,"Writer-director Bart Freundlich's American remake of Danish filmmaker Susanne Bier's Oscar-nominated 2006 family drama is curiously bloodless, despite the enticing tweak of gender-reversing the primary roles."
After the Wedding,"If the script's epiphanies don't feel quite as shocking or profound the second time around, it's still pleasing to watch these beautiful, troubled people move through their equally beautiful spaces..."
After the Wedding,"If this redo is slick and shallow, it's nonetheless meticulously constructed and entirely watchable, with only a few histrionic moments."
After the Wedding,"A supreme example of classed-up mediocrity, ""After the Wedding,"" a pointless remake of Susanne Bier's 2007 melodrama of the same name, offers little that's new and a lot that's predictable, even to first-time viewers."
After the Wedding,"After The Wedding saddles its cast with a hackneyed script calibrated for high melodrama, only to punt in favor of cheap sentimentality."
After the Wedding,The film diverts us away from its hint of a social message using a series of tired twists and turns that don't signify much of anything.
After the Wedding,"We're waiting for this pressure cooker of a scenario to go nuclear and spill gunk all over the pretty, expensive stuff. It never quite happens and, for all the actors' impeccable restraint, something is missing."
After the Wedding,"The surprises are among the few pleasures in this ultimately forgettable, small film."
After the Wedding,"Viewed on its own terms, the remake does competent lip-service to the original."
After the Wedding,For a film punctuated with emotion... After the Wedding sadly doesn't provoke much within the viewer.
After the Wedding,"Freundlich's American remake of the Bier film flips the gender of the main characters, yielding predictably strong performances from Julianne Moore and Michelle Williams but otherwise removing the teeth..."
After the Wedding,The rare remake that honors the original but also finds its own reason for existing.
After the Wedding,"After a point, the twists come so steadily that I actually found myself holding my breath for long stretches - despite the fact that I know the original well - eager to see how key revelations would play out within this new dynamic."
After the Wedding,"It would be difficult to invest in if not for its two main stars who work hard to elevate the overly engineered plot, filling in the emotional gaps left by the haphazard script."
Red Joan,"Every plot point and every character insight gets delivered with the same manufactured smoothness; the movie is naggingly bland in the way one associates with ""respectable"" British cinema."
Red Joan,"In technical terms, it's a proficiently made film by the evergreen Trevor Nunn -- or it would be if it were not so determined to embrace all the cliches of the moment, both about British spies and films for women."
Red Joan,"This period drama is stuffy and slow, told in a clumsy way to justify Dench's casting and presence, and is still a waste of her time."
Red Joan,Although the story sounds fascinating - subterfuge! centrifuge! pinkos! - the film is cold fusion.
Red Joan,"Red Joan stands for nothing, and it's all the duller for failing to find even the slightest spike in this tale of duplicity."
Red Joan,"Dench, in her limited screen time, gives us tantalizing hints of who this weary-looking woman, slumped by the weight of secrets, might be."
Red Joan,...most of Dame Judi's scenes are quick and a criminal waste of her talent.
Red Joan,"For a movie about an intelligent female Cambridge science student and communist sympathizer, this movie sounds interesting. Too bad it is awfully dull."
Red Joan,"The sentimental treatment that director Trevor Nunn adopts seems misplaced, almost crazy in its subjectivity."
Red Joan,"Dench delivers some fine speeches in defence of her character's younger days, but her role is exceedingly limited."
Red Joan,Dench is a triple agent but Nunn squanders her talents. What a betrayal.
Red Joan,"The storytelling, like the beige-heavy cinematography that takes its cues from liver spots and tea-stained dentures, could do with a bit more colour."
Red Joan,"The result is a film which, although very handsomely made, has little dramatic intensity."
Red Joan,"How do you bring the legendary stage director Trevor Nunn together with the peerless screen icon Judi Dench, hand them a real-life wartime spy story that's full of sex and intrigue, and a race to build a nuclear bomb, yet still, somehow, end up with this?"
Red Joan,"A strange, bifurcated tale of love and espionage, with Judi Dench stuck in a thankless role that does nothing to capitalize on her talents. The film is worse for it."
Red Joan,"Uneven it may be, Red Joan still emanates a memorable essence, one that's refreshingly and believably feminine."
Red Joan,"Cookson is very good, but she's too often left to perform in a vacuum. Lindsay Shapero's script - based on Jennie Rooney's novel - neglects to build in the tension Cookson clearly aims to generate."
Red Joan,"It takes a quality - not a gift exactly, but a quality - to make something so boring of such a fascinating subject."
Red Joan,We're left with a mediocre mash-up of an old-fashioned spy movie and the story of a son coping with the sins of his mother.
Red Joan,"But it's not only its generic elements and sporadic listlessness that hampers ""Red Joan,"" it's that the film's attempts to convince us of the rightness of her actions don't succeed either."
Red Joan,"It's a simplistic take on a potentially fascinating subject: right cast, wrong film."
Red Joan,"What should be breathless and urgent is instead polite and listless: if you can't ignite sparks from an illicit bathroom assignation, then maybe espionage just isn't your thing."
Red Joan,"Directed by theatre legend Sir Trevor Nunn, it's as dusty as an old filing cabinet and only a tad more thrilling to watch."
Red Joan,"Despite strong performances from Cookson and Dench, this potentially exciting espionage tale is dreary and forgettable."
Red Joan,"Quite simply, there is not enough Dench, not enough Old Joan, not enough about how she feels about the decades of deceit, and tension, and becalmed ordinariness, far from the drama of espionage."
Red Joan,"Perhaps too cosy for its serious subject matter, but remains very watchable nevertheless."
Red Joan,Her story might make a compelling film - but it isn't this one...
Red Joan,It's all about as tense as a gentle punt down the Cam.
Red Joan,"It's always dangerous to wonder about what a film might have been rather than contending with what it is, but in this case what it is, is so bland, and so stolidly workmanlike in execution..."
Red Joan,"Dench lends emotional heft and nuance to her handful of scenes, but Red Joan is otherwise let down by leaden dialogue and one-note characters."
Red Joan,"Most of the fun in Red Joan comes from such overthrown expectations, so it's a shame that the film itself fails to overwhelm - mostly proceeding along dully familiar lines and anything but radical."
Red Joan,A taut old-school thriller with a modern heroine.
Red Joan,"A would-be sweeping epic that instead turns out tweedy, dreary, and unconvincing."
Red Joan,"Solidly competent and, for the most part, well acted..."
The Aftermath,ERROR
Wild Rose,"The film itself makes for a marvelous evening, a tribute to great performers, to humble beginnings, to home, and to the power of a well-crafted story, poured through a generational talent."
Wild Rose,"Wild Rose is never particularly surprising, but it's a familiar story renewed in a satisfyingly female-focused way."
Wild Rose,"The movie is like an old honky-tonk song, a little sentimental but full of heart. It torches and twangs without getting too hokey."
Wild Rose,"""Wild Rose"" is singing a different tune. Just don't be surprised when it winds up getting stuck in your head."
Wild Rose,Wild Rose is just plain lovely.
Wild Rose,"...perhaps a little too tidily by the end, Wild Rose nonetheless feels authentic."
Wild Rose,"When the story shifts to Nashville, the screenplay by Nicole Taylor takes some sharp and insightful turns..."
Wild Rose,Buckley's unusually unguarded expressions give viewers entry into her character's every thought.
Wild Rose,"In ""Wild Rose,"" that heartbreak can - and does - become something beautiful."
Wild Rose,Buckley... confirms that she is a specialist in the untamed.
Wild Rose,"To call Wild Rose a feel-good triumph feels reductive, but it literally makes you feel good and smile. How can you argue with that?"
Wild Rose,"Wild Rose features one of the best lead performances of the year, Jessie Buckley as Rose-Lynn. This one is absolutely brimming with energy and heart, and rocks one particularly unforgettable original song that better get some love this awards season."
Wild Rose,Jessie Buckley is unbelievably great in this crowd-pleasing fable...
Wild Rose,"It's saved from overfamiliarity by a welcome swerve in the final reel, and the visceral, raw-nerved life force that Buckley radiates in nearly every frame."
Wild Rose,"Wild Rose may sound like a familiar tune, but you've never heard it performed quite like this."
Wild Rose,"Ms. Buckley brings her own truth to this mostly synthetic confection, and it's a beautiful thing to behold."
Wild Rose,"Buckley has bags of pugnacious charisma and a soaring, throaty singing voice tempered with enough vulnerability to make us want to hold her close even as the screw-up she offers us drives everyone in her orbit up the wall."
